#include "libanogs.so.h"


        goto LAB_002c7f88;
      }
joined_r0x002c80a4:
      if (0x322b9e7e < iStack_7c) {
        if (iStack_7c == 0x322b9e7f) {
          return;
        }
        goto LAB_002c7f88;
      }
    } while (iStack_7c != 0x23a0d8d0);
  } while( true );
}



// WARNING: Removing unreachable block (ram,0x002c8208)
// WARNING: Removing unreachable block (ram,0x002c8210)
// WARNING: Removing unreachable block (ram,0x002c8200)
// WARNING: Removing unreachable block (ram,0x002c8230)
// WARNING: Removing unreachable block (ram,0x002c8238)
// WARNING: Removing unreachable block (ram,0x002c8240)
// WARNING: Removing unreachable block (ram,0x002c822c)
// WARNING: Removing unreachable block (ram,0x002c8244)
// WARNING: Removing unreachable block (ram,0x002c8254)
// WARNING: Removing unreachable block (ram,0x002c833c)
// WARNING: Removing unreachable block (ram,0x002c836c)
// WARNING: Removing unreachable block (ram,0x002c8374)
// WARNING: Removing unreachable block (ram,0x002c837c)
// WARNING: Removing unreachable block (ram,0x002c8344)
// WARNING: Removing unreachable block (ram,0x002c834c)
// WARNING: Removing unreachable block (ram,0x002c8358)
// WARNING: Removing unreachable block (ram,0x002c8360)
// WARNING: Removing unreachable block (ram,0x002c8368)

void FUN_002c81a0(undefined8 param_1,undefined8 *param_2)

{
  uint uVar1;
  uint uVar2;
  undefined4 *puVar3;
  undefined1 auStack_a0 [4];
  undefined4 uStack_9c;
  undefined4 uStack_98;
  uint uStack_94;
  uint *puStack_90;
  uint *puStack_88;
  undefined4 *puStack_80;
  undefined4 *puStack_78;
  undefined8 *puStack_70;
  undefined8 *puStack_68;
  
  puVar3 = (undefined4 *)auStack_a0;
  do {
    puStack_90 = puVar3 + -4;
    puStack_88 = puVar3 + -8;
    puStack_80 = puVar3 + -0xc;
    puVar3 = puVar3 + -0x10;
    uStack_9c = 0x9792a690;
    uStack_98 = 0x264b416d;
    uStack_94 = 0xb1d9e7fd;
    puStack_78 = puVar3;
LAB_002c8284:
    if ((int)uStack_94 < 0x192ddf3f) {
      if ((int)uStack_94 < -0x4e261803) {
joined_r0x002c8584:
        if (uStack_94 == 0xafa86688) {
          *param_2 = 0;
          param_2[1] = 0;
          param_2[2] = 0;
          FUN_002c8598(puStack_68);
          FUN_002c8598(puStack_70);
          uStack_9c = 0x34eded0b;
          uStack_98 = 0x618c341c;
          uStack_94 = 0x5561d917;
LAB_002c825c:
          FUN_00582818(param_2,0x40);
          return;
        }
      }
      else {
        if (0x185030ac < (int)uStack_94) break;
        if (uStack_94 == 0xb1d9e7fd) goto LAB_002c8500;
      }
      goto LAB_002c8284;
    }
    if (0x5561d916 < (int)uStack_94) {
      if ((int)uStack_94 < 0x59609e80) {
joined_r0x002c82dc:
        if (uStack_94 == 0x5561d917) goto LAB_002c825c;
      }
      else if (uStack_94 == 0x59609e80) goto LAB_002c8400;
      goto LAB_002c8284;
    }
joined_r0x002c82ac:
    if (0x29c34acf < (int)uStack_94) {
      if (uStack_94 == 0x29c34ad0) {
        *param_2 = 0;
        param_2[1] = 0;
        param_2[2] = 0;
        FUN_002c8598(puStack_68);
        FUN_002c8598(puStack_70);
        uStack_98 = 0xdaa577a5;
        uStack_9c = 0x750d112d;
        uStack_94 = 0xafa86688;
LAB_002c83d8:
        while( true ) {
          if ((int)uStack_94 < 0x192ddf3f) {
            do {
              if ((int)uStack_94 < -0x4e261803) goto joined_r0x002c8584;
              if (0x185030ac < (int)uStack_94) goto joined_r0x002c82ec;
              if (uStack_94 != 0xb1d9e7fd) goto LAB_002c8284;
LAB_002c8500:
              *puStack_90 = 0xb4a1;
              uVar1 = *puStack_90;
              *puStack_88 = 0x4278;
              uVar2 = *puStack_88;
              uStack_98 = 0xe58ac79c;
              uStack_94 = 0x59609e80;
              if (((uVar1 | uVar2) + uVar2) - (uVar2 & (uVar1 ^ 0xffffffff)) != uVar1 + uVar2) {
                uStack_94 = 0x185030ad;
              }
              uStack_9c = 0xfddaf731;
            } while (uStack_94 < 0x192ddf3f);
          }
          if ((int)uStack_94 < 0x5561d917) break;
          if ((int)uStack_94 < 0x59609e80) goto joined_r0x002c82dc;
          if (uStack_94 != 0x59609e80) goto LAB_002c8284;
LAB_002c8400:
          puStack_70 = param_2 + 3;
          puStack_68 = param_2 + 5;
          *puStack_80 = 0x9881;
          *puStack_78 = 0xf834;
          uStack_9c = 0xd53c8f1;
          uStack_98 = 0x24908221;
          uStack_94 = 0xafa86688;
        }
        goto joined_r0x002c82ac;
      }
      goto LAB_002c8284;
    }
    if (uStack_94 != 0x192ddf3f) goto LAB_002c8284;
  } while( true );
joined_r0x002c82ec:
  if (uStack_94 != 0x185030ad) goto LAB_002c8284;
  uStack_98 = 0xc5f35d74;
  uStack_9c = 0x742aba89;
  uStack_94 = 0xb1d9e7fd;
  goto LAB_002c83d8;
}



void FUN_002c8598(long *param_1)

{
  if (*param_1 != 0) {
                    // try { // try from 002c85e0 to 002c85e7 has its CatchHandler @ 002c85f4
    FUN_00582818(*param_1,param_1[1] + 1);
  }
  return;
}



// WARNING: Removing unreachable block (ram,0x002c8670)
// WARNING: Removing unreachable block (ram,0x002c8678)
// WARNING: Removing unreachable block (ram,0x002c8688)
// WARNING: Removing unreachable block (ram,0x002c86cc)
// WARNING: Removing unreachable block (ram,0x002c865c)
// WARNING: Removing unreachable block (ram,0x002c866c)
// WARNING: Removing unreachable block (ram,0x002c8654)
// WARNING: Removing unreachable block (ram,0x002c86d0)
// WARNING: Removing unreachable block (ram,0x002c86d8)
// WARNING: Removing unreachable block (ram,0x002c86e0)
// WARNING: Removing unreachable block (ram,0x002c86e4)
// WARNING: Removing unreachable block (ram,0x002c86f4)
// WARNING: Removing unreachable block (ram,0x002c86fc)
// WARNING: Type propagation algorithm not settling

void FUN_002c85f8(void)

{
  int iVar1;
  __pid_t _Var2;
  undefined8 uVar3;
  ulong uVar4;
  undefined1 *puVar5;
  undefined1 auStack_90 [12];
  undefined4 uStack_84;
  undefined4 uStack_80;
  int iStack_7c;
  undefined1 *puStack_78;
  undefined1 *puStack_70;
  char *pcStack_68;
  
  puVar5 = auStack_90;
LAB_002c8aa0:
  do {
    puVar5 = puVar5 + -0x400;
    uStack_84 = 0xfbcecf66;
    uStack_80 = 0x1418a443;
    iStack_7c = -0x102994db;
    puStack_78 = puVar5;
LAB_002c8788:
    if (-0x98e4c62 < iStack_7c) {
      if (0x6cf422c < iStack_7c) {
        if (iStack_7c < 0x2d056682) goto joined_r0x002c8800;
        if (0x7eacf6ff < iStack_7c) goto joined_r0x002c883c;
        break;
      }
      if (-0x5adb439 < iStack_7c) goto joined_r0x002c8810;
joined_r0x002c87d0:
      if (iStack_7c == -0x98e4c61) {
        return;
      }
      goto LAB_002c8788;
    }
    if (iStack_7c < -0x2d64e967) goto joined_r0x002c879c;
    if (iStack_7c < -0x102994db) {
      if (iStack_7c == -0x2d64e967) goto LAB_002c8aa0;
      goto LAB_002c8788;
    }
joined_r0x002c8818:
    if (iStack_7c != -0x102994db) goto LAB_002c8788;
    memset(puStack_78,0,0x400);
    _Var2 = getpid();
    uVar4 = FUN_005e126c(puStack_78,0x400,_Var2);
    uStack_80 = 0xf6ec0f2f;
    uStack_84 = 0x9dbcb0;
    iStack_7c = 0x7eacf700;
    if ((uVar4 & 1) == 0) {
      iStack_7c = -0x98e4c61;
    }
joined_r0x002c8950:
    if (-0x98e4c62 < iStack_7c) goto LAB_002c88c4;
joined_r0x002c89cc:
    if (iStack_7c < -0x2d64e967) {
joined_r0x002c879c:
      if (iStack_7c < -0x5627becb) {
        if (iStack_7c != -0x59db10fd) goto LAB_002c8788;
        iStack_7c = -0x59db10fd;
        while( true ) {
          memset(&DAT_0066e7f8,0,0x400);
          pcStack_68 = (char *)FUN_005dbb84(&DAT_0066e7f8,0x400);
          uStack_84 = 0xc19cbe8c;
          uStack_80 = 0x6844ffb9;
          iStack_7c = -0x98e4c61;
          if (pcStack_68 != (char *)0x0) {
            iStack_7c = -0x5627becb;
          }
          if (-0x98e4c62 < iStack_7c) break;
          if (-0x2d64e968 < iStack_7c) goto LAB_002c8a18;
          if (-0x5627becc < iStack_7c) goto joined_r0x002c8808;
          if (iStack_7c != -0x59db10fd) goto LAB_002c8788;
        }
LAB_002c88c4:
        while (iStack_7c < 0x6cf422d) {
          if (iStack_7c < -0x5adb438) goto joined_r0x002c87d0;
joined_r0x002c8810:
          if (iStack_7c != -0x5adb438) goto LAB_002c8788;
          uVar3 = FUN_005f61c0(0x3037);
          FUN_005b202c(&DAT_0066e7f8,0x400,uVar3,puStack_78);
          iVar1 = FUN_005db6c8(&DAT_0066e7f8,0x1f9);
          uStack_80 = 0xcdb906f5;
          iStack_7c = -0x98e4c61;
          if (iVar1 != 0) {
            iStack_7c = -0x59db10fd;
          }
          uStack_84 = 0x6b9de9f6;
          if (iStack_7c < -0x98e4c61) goto joined_r0x002c89cc;
        }
        if (iStack_7c < 0x2d056682) goto joined_r0x002c8800;
        if (iStack_7c < 0x7eacf700) break;
joined_r0x002c883c:
        if (iStack_7c != 0x7eacf700) goto LAB_002c8788;
        puStack_70 = (undefined1 *)__strchr_chk(puStack_78,0x3a,0x400);
        uStack_80 = 0x4b2e74a0;
        uStack_84 = 0x662b1222;
        iStack_7c = -0x5adb438;
        if (puStack_70 != (undefined1 *)0x0) {
          iStack_7c = 0x2d056682;
        }
      }
      else {
joined_r0x002c8808:
        if (iStack_7c != -0x5627becb) goto LAB_002c8788;
        uStack_80 = 0x1501c477;
        uStack_84 = 0x13ce865a;
        iStack_7c = -0x98e4c61;
        if (*pcStack_68 != '\0') {
          iStack_7c = 0x6cf422d;
        }
      }
      goto joined_r0x002c8950;
    }
LAB_002c8a18:
    if (-0x102994dc < iStack_7c) goto joined_r0x002c8818;
    if (iStack_7c != -0x2d64e967) goto LAB_002c8788;
  } while( true );
  if (iStack_7c != 0x2d056682) goto LAB_002c8788;
  uStack_84 = 0xbb94c006;
  uStack_80 = 0x41c68bce;
  iStack_7c = -0x5adb438;
  *puStack_70 = 0;
  goto joined_r0x002c8950;
joined_r0x002c8800:
  if (iStack_7c != 0x6cf422d) goto LAB_002c8788;
  FUN_005db6c8(&DAT_0066e7f8,0x1f9);
  iStack_7c = -0x98e4c61;
  uStack_84 = 0x7afa25cc;
  uStack_80 = 0x8c8b9653;
  goto joined_r0x002c8950;
}



// WARNING: Removing unreachable block (ram,0x002c8b7c)
// WARNING: Removing unreachable block (ram,0x002c8b84)
// WARNING: Removing unreachable block (ram,0x002c8b6c)
// WARNING: Removing unreachable block (ram,0x002c8ba4)
// WARNING: Removing unreachable block (ram,0x002c8c0c)
// WARNING: Removing unreachable block (ram,0x002c8c1c)
// WARNING: Removing unreachable block (ram,0x002c8c24)
// WARNING: Removing unreachable block (ram,0x002c8bac)
// WARNING: Removing unreachable block (ram,0x002c8bb4)
// WARNING: Removing unreachable block (ram,0x002c8ba0)
// WARNING: Removing unreachable block (ram,0x002c8bb8)
// WARNING: Removing unreachable block (ram,0x002c8bc0)
// WARNING: Removing unreachable block (ram,0x002c8bd0)
// WARNING: Removing unreachable block (ram,0x002c8bd8)
// WARNING: Removing unreachable block (ram,0x002c8c28)
// WARNING: Removing unreachable block (ram,0x002c8c30)
// WARNING: Removing unreachable block (ram,0x002c8c38)
// WARNING: Removing unreachable block (ram,0x002c8bf0)
// WARNING: Removing unreachable block (ram,0x002c8c00)
// WARNING: Removing unreachable block (ram,0x002c8c08)
// WARNING: Removing unreachable block (ram,0x002c8b74)
// WARNING: Removing unreachable block (ram,0x002c8bdc)
// WARNING: Removing unreachable block (ram,0x002c8be4)
// WARNING: Removing unreachable block (ram,0x002c8bec)
// WARNING: Removing unreachable block (ram,0x002c8d68)
// WARNING: Removing unreachable block (ram,0x002c8d70)
// WARNING: Removing unreachable block (ram,0x002c8d78)
// WARNING: Removing unreachable block (ram,0x002c8d80)
// WARNING: Removing unreachable block (ram,0x002c8dd0)
// WARNING: Type propagation algorithm not settling

undefined4 FUN_002c8ae8(void *param_1,ulong param_2,undefined8 *param_3)

{
  uint uVar1;
  ulong *puVar2;
  bool bVar3;
  uint uVar4;
  ulong uStack_c0;
  undefined8 *puStack_b8;
  undefined4 uStack_b0;
  undefined4 uStack_ac;
  undefined4 uStack_a8;
  uint uStack_a4;
  uint *puStack_a0;
  uint *puStack_98;
  uint *puStack_90;
  uint *puStack_88;
  uint *puStack_80;
  uint *puStack_78;
  uint *puStack_70;
  undefined4 uStack_64;
  
  puVar2 = &uStack_c0;
  uStack_c0 = param_2;
  puStack_b8 = param_3;
  do {
    puStack_a0 = (uint *)((long)puVar2 + -0x140);
    puStack_98 = (uint *)((long)puVar2 + -0x150);
    puStack_90 = (uint *)((long)puVar2 + -0x160);
    puStack_88 = (uint *)((long)puVar2 + -0x170);
    puStack_80 = (uint *)((long)puVar2 + -0x180);
    puStack_78 = (uint *)((long)puVar2 + -400);
    puVar2 = (ulong *)((long)puVar2 + -0x1a0);
    uStack_ac = 0x612fe8ea;
    uStack_a8 = 0x52273e7d;
    uStack_a4 = 0x3308d697;
    puStack_70 = (uint *)puVar2;
LAB_002c8c3c:
    if ((int)uStack_a4 < 0x28368969) {
      if ((int)uStack_a4 < -0x22592809) {
        if ((int)uStack_a4 < -0x75c4ff63) goto joined_r0x002c8c58;
        goto joined_r0x002c8cb8;
      }
      if (0x1dab9d31 < (int)uStack_a4) goto joined_r0x002c8cf0;
joined_r0x002c8c88:
      if (uStack_a4 == 0xdda6d7f7) {
        return uStack_64;
      }
      goto LAB_002c8c3c;
    }
    if (0x3db148c4 < (int)uStack_a4) {
      if (0x6704bce3 < (int)uStack_a4) goto joined_r0x002c8d04;
      if ((int)uStack_a4 < 0x4dd70bfa) {
joined_r0x002c9198:
        if (uStack_a4 == 0x3db148c5) {
          memset(puStack_a0,0,0x140);
          FUN_002bb704(puStack_a0);
          uStack_ac = 0x4e47b56a;
          uStack_a8 = 0xc47cb5f7;
          uStack_a4 = 0x8a3b009d;
        }
      }
      else if (uStack_a4 == 0x4dd70bfa) goto LAB_002c8d84;
      goto LAB_002c8c3c;
    }
joined_r0x002c8c6c:
    if (0x3308d696 < (int)uStack_a4) {
joined_r0x002c8cd4:
      if ((int)uStack_a4 < 0x375b0d22) {
        if (uStack_a4 == 0x3308d697) {
          *puStack_98 = 0x361e;
          uVar4 = *puStack_98;
          *puStack_90 = 0x7cc7;
          uVar1 = *puStack_90;
          uStack_a8 = 0xca9e36d9;
          uStack_ac = 0xf72f7e1c;
          uStack_a4 = 0x8a3b009d;
          if ((uVar1 | uVar4 ^ 0xffffffff) + (uVar4 & uVar1) + (uVar4 & (uVar1 ^ 0xffffffff)) + 1 !=
              (uVar4 & uVar1)) {
            uStack_a4 = 0x3db148c5;
          }
joined_r0x002c9014:
          if ((int)uStack_a4 < 0x28368969) goto LAB_002c8efc;
LAB_002c91e8:
          do {
            if ((int)uStack_a4 < 0x3db148c5) goto joined_r0x002c8c6c;
            if (0x6704bce3 < (int)uStack_a4) goto joined_r0x002c8d04;
LAB_002c9140:
            if ((int)uStack_a4 < 0x4dd70bfa) goto joined_r0x002c9198;
            if (uStack_a4 != 0x4dd70bfa) break;
LAB_002c8d84:
            memcpy(param_1,puStack_a0,0x140);
            *puStack_b8 = 0x140;
            uStack_ac = 0xee5796bc;
            uStack_a8 = 0x6ef608b0;
            uStack_a4 = 0x80a19e0c;
LAB_002c9078:
            if (-0x2259280a < (int)uStack_a4) goto joined_r0x002c8f08;
joined_r0x002c908c:
            if (-0x75c4ff64 < (int)uStack_a4) {
joined_r0x002c8cb8:
              if ((int)uStack_a4 < -0x253b0fe3) {
                if (uStack_a4 != 0x8a3b009d) break;
                memset(puStack_a0,0,0x140);
                FUN_002bb704(puStack_a0);
                uStack_ac = 0xed8b4d11;
                uStack_a8 = 0x8a8ff1f5;
                uStack_a4 = 0x6704bce4;
                while( true ) {
                  if (uStack_a4 < 0x28368969) goto LAB_002c9078;
                  if (uStack_a4 < 0x3db148c5) {
                    if (0x3308d696 < uStack_a4) goto joined_r0x002c8cd4;
                    goto joined_r0x002c8c74;
                  }
                  if (uStack_a4 < 0x6704bce4) goto LAB_002c9140;
joined_r0x002c8d04:
                  if ((int)uStack_a4 < 0x7d4a8740) {
                    if (uStack_a4 != 0x6704bce4) goto LAB_002c8c3c;
                    uStack_a8 = 0xb50d79ab;
                    uStack_ac = 0xaa5cf83e;
                    uStack_a4 = 0x7d4a8740;
                    if (0x13f < uStack_c0 && param_1 != (void *)0x0) {
                      uStack_a4 = 0x1f518195;
                    }
                    uStack_b0 = 0xffffffff;
                    if (0x28368968 < uStack_a4) goto LAB_002c91e8;
                  }
                  else {
                    if (uStack_a4 != 0x7d4a8740) goto LAB_002c8c3c;
                    uStack_ac = 0x41785e31;
                    uStack_a8 = 0x9cde89c6;
                    uStack_a4 = 0xdda6d7f7;
                    uStack_64 = uStack_b0;
                  }
LAB_002c8efc:
                  if ((int)uStack_a4 < -0x22592809) goto joined_r0x002c908c;
joined_r0x002c8f08:
                  if ((int)uStack_a4 < 0x1dab9d32) goto joined_r0x002c8c88;
joined_r0x002c8cf0:
                  if (0x1f518194 < (int)uStack_a4) break;
                  if (uStack_a4 != 0x1dab9d32) goto LAB_002c8c3c;
                  memcpy(param_1,puStack_a0,0x140);
                  *puStack_b8 = 0x100000128;
                  uStack_ac = 0x9377eea3;
                  uStack_a8 = 0xa42ce381;
                  uStack_a4 = 0x375b0d22;
                }
                if (uStack_a4 != 0x1f518195) break;
                *puStack_88 = 0xd915;
                uVar4 = *puStack_88;
                *puStack_80 = 0x5653;
                uVar1 = *puStack_80;
                uStack_a8 = 0x6745eb4c;
                uStack_ac = 0xbd811b51;
                bVar3 = (uVar4 ^ uVar1) + uVar1 * 2 + (uVar1 & (uVar4 ^ 0xffffffff)) * -2 ==
                        uVar4 + uVar1;
                uStack_a4 = 0x375b0d22;
                uVar4 = 0xdac4f01d;
LAB_002c8ee8:
                if (!bVar3) {
                  uStack_a4 = uVar4;
                }
              }
              else {
                if (uStack_a4 != 0xdac4f01d) break;
                uStack_ac = 0x1e2fdcca;
                uStack_a8 = 0x2974d1e8;
                uStack_a4 = 0x375b0d22;
              }
              goto joined_r0x002c9014;
            }
joined_r0x002c8c58:
            if (uStack_a4 != 0x80a19e0c) break;
